,book_id,elo,original_title
4684,12872236,828.9795258645762,Canada
5615,23966,828.6312938491762,Filth
8292,25056528,828.6281401906696,
8397,29484,828.2153824971934,Strange Candy
701,13486632,827.9311757578892,Hundraåringen som klev ut genom fönstret och försvann
4398,54270,827.8096884459902,Mein Kampf
3249,10873,827.2050659266712,Shopgirl: A Novella
9365,107781,827.0954556276224,The Gift
7072,20348781,826.437719559273,Loving Mr. Daniels
6674,46755,826.3582356529954,Surfacing
3436,178476,826.295041720683,Slave to Sensation
1567,27362503,826.0553582284904,It Ends with Us
6080,21420473,825.8101389392209,
5418,7140754,825.7300863260301,Solar
2269,5453,825.5506033070865,Forever in Blue: The Fourth Summer of the Sisterhood
7388,22609080,825.3186520892175,After We Fell
2073,6539,825.1664221018899,The Body Farm
9635,100476,824.9456245771185, The Sea of Trolls
6195,831829,824.597332850592,30 Days of Night
1997,833253,824.1665755929411,The Power of a Praying Wife
2010,1840511,823.982792625498,Snuff
1244,5354,823.6901584147424,The Brethren
4997,17312201,823.3857971736508,The Son of Sobek
4091,138202,823.1668761893533,"Sloppy Firsts (Jessica Darling, #1)"
1450,6465707,823.0079110946417,The Walking Dead Compendium Volume 1
9396,155291,822.5533376010503,Agents of Light and Darkness
7625,95658,822.3744892740359,"Best Friends for Never (The Clique, #2)"
9989,294081,822.344420712534,The Mambo Kings Play Songs of Love
7878,511527,822.1849459338598,Double Act
2672,5720,822.1747367330013,Rainbow Six
6832,32456,822.0761290869752,Darkfall
3006,24472,822.0586023807583,Peony in Love
9627,78972,822.049378542255,The Fourth Estate
2432,10912,822.0095247971728,Picture Perfect
9558,11605,821.5615525419503,Riding the Bullet
4264,101911,821.45104832763,Vinegar Hill (P.S.)
8226,17934385,821.3736574792206,
1841,111180,821.1550634933274,Perfect Match
3030,9395215,821.078607253278,Everlasting
8668,2865944,820.9701136191402,If You Give a Cat a Cupcake
3844,10830444,820.6111896830167,Guilty Wives
7166,133241,820.1840304454681,Saving Grace
2632,10910,820.0826808338279,Mercy
2470,28876,819.7786511869142,His Majesty's Dragon
3840,1611988,819.7102915034377,A Prisoner of Birth
9533,1056627,819.0721711190998,
204,43763,819.0668234571029,Interview with the Vampire
8722,17978144,818.8147531022234,Before we met
1717,5454,818.796047159163,The Second Summer of the Sisterhood
2990,10911,818.7211816272462,Second Glance
7735,425377,818.7061281471257,Lord of Scoundrels
8393,21518679,818.5842736733922,
8296,11821514,818.5304181492281,Long Time Coming
9703,95660,818.49007162821,"The Pretty Committee Strikes Back (The Clique, #5)"
1485,83346,818.2402838768761,"Through the Looking-Glass, and What Alice Found There"
3515,2334751,818.0574278693598,This Charming Man
9707,261161,817.9721204622514,"Dial L for Loser (The Clique, #6)"
8008,1219954,817.9143064139477,Beaches
4094,5575,817.5827084605717,Virgin
8099,10757806,817.11762253347,How to Save a Life
8198,78971,816.2943020005838,False Impression
5461,16171272,815.9983570545209,The Good Lord Bird
4266,16282066,815.882335227153,Significance
7800,22296542,815.3805066602591,Addicted to You
7103,517344,815.2814717868489,"Clementine (Clementine, #1)"
4871,9569,814.8510361267683,Villa Incognito
9064,9592213,814.5314870924688,Faith
106,3473,814.3243982343246,A Walk to Remember
6160,18209468,814.2558571518285,The Weight of Blood
9613,341553,814.1567871524578,The Faithful Spy
1435,9417,813.6970538722567,Shopaholic and Sister
8319,68496,813.2524766863439,Un Lun Dun
7302,17336849,813.1583730796805,
1572,5360,812.9489690002466,A Painted House
5924,250729,812.8023502384801,The Vanishing Act of Esme Lennox
7383,543873,812.4289954353221,Mister Pip
301,7812659,812.1555720506607,Safe Haven
325,32234,812.0844690254182,White Oleander
7837,122649,811.9539563502246,Lady Windermere's Fan
9630,606818,811.8758006439335,The Holy Blood and the Holy Grail
7744,13580928,811.3976657474782,Perfect Scoundrels
2539,118944,811.3479040590735,American Born Chinese
8733,95659,810.8887839167625,Invasion of the Boy Snatchers
4955,2063563,810.6445656967371,My Booky Wook
8452,22131009,810.5392922050956,Where There's Smoke
7317,383514,809.9923321001617,Her Royal Spyness (Her Royal Spyness Mysteries #1)
8815,4609710,809.9106194735093,Knit Two
1964,20821111,809.77552468232,The Young Elites
55,1162543,809.771426544663,Breaking Dawn
6679,6621143,809.7112312045075,Something Like Fate
3779,10990,809.6969632311791,Lord John and the Private Matter
145,17333223,809.6516805959858,The Goldfinch
6916,70509,809.5774259633517,Absurdistan
9158,60220,809.5287798903425,Simply Irresistible
3552,20454672,809.0020381056695,Mean Streak
51,428263,808.5030484177704,Eclipse
19,7260188,808.2913508414808,Mockingjay
3182,2498983,808.1604328948124,The Darkest Kiss
345,236093,808.1381074888233,The Wonderful Wizard of Oz
6489,8100267,808.1212792072668,Pathfinder
4735,22914448,808.0999348195631,
255,49436,807.8385148718671,Three Cups of Tea 
3413,28541,807.6858112778566,Dragonsong 
6048,107821,807.6554082958102,Bridge of Sighs
3920,21337,807.6335186152537,Dean Koontz's Frankenstein: Prodigal Son
3936,349473,807.343716182567,Blaze
3181,15567,807.3160476861743,The Wishsong of Shannara 
29,8442457,807.0311571902533,Gone Girl
9512,4530,806.9585920903397,Olivia Joules And The Overactive Imagination
4278,2169506,806.9134180843121,The Dead and the Gone
4883,10875239,806.735000751029,Lethal
68,11735983,806.632312031428,Insurgent
9880,511684,806.3290333766323,The Illustrated Mum
5965,13134,806.2988383898909,You've Been Warned
5425,8341567,806.2142164969947,The Perfect Play
518,24768,805.9880850868932,Pretties
8609,95661,805.8575838746852,"Revenge of the Wannabes (The Clique, #3)"
9194,76668,805.6080429656415,For Love of Evil
8442,7831742,805.1174382568116,The Lost Saint
4976,9461872,804.9371293719173,Sisterhood Everlasting
6964,25316313,804.7393513219621,
9673,25801299,804.6679386814477,After Anna
3235,17345258,804.4133584352869,The All-Girl Filling Station's Last Reunion
6191,75020,804.3877510226342,The Romanov Prophecy
7462,15157,804.3692081327047,Saving Faith
9225,20874139,803.9081807087304,
3047,2517,803.3975193189611,Benim Ad?m K?rm?z?
5272,49011,803.3896600689673,The Bloody Chamber & Other Stories
9096,21913812,802.9407158051882,This Changes Everything: Capitalism vs. The Climate
9111,831470,802.6934577717104,
2464,56627,802.6783567573068,Stumbling on Happiness
4156,15019,802.672313249718,Conversations With God. An Uncommon Dialogue. Book 2
7453,96082,802.2154292023765,The Last Time They Met
694,18214414,801.4746066993754,The Silkworm
2679,52309,801.3980357220719,
5358,21721,801.2956353669889,A Faint Cold Fear
4392,6380822,800.8645665984864,The Dark Divine
1523,27161156,800.2026964179976,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis
5908,95608,799.6537125946036,Leota's Garden
3457,16169737,798.8918844427628,The Heist
2146,2586771,798.7925874730751,The 19th Wife
7174,6398972,798.6891350206076,Ford County
9313,20318201,798.6692924663432,Burn
857,15839976,798.3018474384679,Red Rising
8306,22027055,798.2501672687449,One Lavender Ribbon 
5292,43818,798.0404516770003,Anne Rice's The Tale of the Body Thief (Graphic Novel)
6830,18730158,797.9937639910221,The Heist
9143,85321,797.9309643921458,The Tenth Justice
9640,23289469,797.7912325159876,The Girl in the Red Coat
7191,10429037,797.78633792803,Ruthless
5618,30347,797.5645127767064,The Alibi
4475,598117,797.1001298362642,Sounder
6691,82356,796.8251212326635,
941,15858248,796.61034662412,Wallbanger
715,531350,795.9964247965866,The Choice
510,6534,795.5571854485136,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta
8161,12923,795.4478873475092,
4947,2260637,795.4215290633974,The Whole Truth
5375,89959,794.8485963379102,The Constitution of the United States of America
6350,3858,794.7963174119343,Holy Cow: An Indian Adventure
1947,24120519,794.7735272376058,Library of Souls 
7685,169487,794.4322423113512,Self Matters: Creating Your Life from the Inside Out
8081,7476122,793.933198036761,My Soul to Keep
5080,22680,793.8829034317778,American Sphinx: The Character of Thomas Jefferson
5837,2102600,793.8752190878268,Zoe's Tale
6282,9957,793.8601230756874,The Cement Garden
903,10140661,793.7517645840746,Gabriel's Inferno
8468,251665,793.6542492583426,Hotel du Lac
9618,21411058,793.6109055052539,Bad Romeo
3075,56034,793.6062987983963,The French Lieutenant's Woman
9691,7948945,793.5237733226878,Falling Under
9355,1820716,793.1961804968898,Gut gegen Nordwind
644,544891,793.1543452653141,"Beastly (Beastly, #1, Kendra Chronicles, #1)"
6015,8635145,793.1445578488263,Embrace
8199,13105527,793.0332229186747,I Wrote This For You
4372,17880714,792.8705431145451,Crashed
4845,7180727,792.8383056859823,Live To Tell
804,6917952,792.7245398665757,Burned: A House of Night Novel
4502,99329,792.633976982589,"The History of Tom Jones, a Foundling"
9970,12602078,792.5525614796134,
820,10766509,791.463769521529,The Best of Me
2314,24335,791.1777811562835,The Trumpet of the Swan
2568,40395,790.9978408731118,A Princess of Mars
5263,263179,790.9291410223537,How to Marry a Millionaire Vampire
1053,13125947,790.8723338261678,Reached
1687,25893709,790.4859627439998,My Name Is Lucy Barton
201,6339664,790.4768462143015,"Hush, Hush"
245,30183,790.2004168847036,Marked
6930,41502,790.1948883454994,Lord John and the Brotherhood of the Blade 
223,6487308,790.0853481375879,Fallen
6564,8563789,789.9788776940164,Where Things Come Back
9117,17707603,789.874528653751,
1176,7619057,789.8238844262289,Warm Bodies
3318,284440,789.6055831784251,Skulduggery Pleasant
7889,33732,789.3776309943948,Anyone But You 
2505,3758,788.868002525514,Casino Royale
6746,8535273,788.5991247357842,The Dark And Hollow Places
259,4865,788.435071888368,How to Win Friends and Influence People
253,6068551,788.34674669607,Shiver
5866,478894,788.2709208814927,The Sword of Shannara Trilogy
3660,2615,788.1381453099474,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials)
4820,3389671,788.0085090525683,Jessica's Guide to Dating on the Dark Side
1952,54499,787.5085715721183,"Le Vicomte de Bragelonne, ou Dix ans plus tard"
339,7747374,786.9931012216306,I Am Number Four
1467,147865,786.5937351912593,Where Rainbows End
7201,17830559,786.4827733379805,
326,9275658,786.3032827434852,Legend
6167,10252302,786.1645179595322,Blue Nights
1133,13639050,786.0686987207854,Gabriel's Rapture
323,16068905,785.9903574313585,
3976,568454,785.6267776522498,"D.Gray-man, Volume 1"
1427,11254250,785.6112902188955,Cabin Fever
535,17878931,785.5269668057063,Red Queen
563,248704,785.4398975066799,It's Kind of a Funny Story
7820,13507011,785.3644066041808,Low Pressure
451,16101128,785.343225576279,The 5th Wave
3192,16071701,785.1359746540521,Bad Monkey
4755,106646,785.1113589729346,The Doomsday Conspiracy
3137,65840,784.8411078954028,Anne of Windy Poplars
4168,852460,784.7092622096217,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker
9266,443540,784.2780550859777,All He Ever Wanted
3302,556511,784.074384413637,The Very Busy Spider 
580,13206760,783.8380308019391,Scarlet
2158,628139,783.208872416373,Sea Swept
8246,3240691,783.1130612101643,???? ??????
684,2536134,783.0892021403296,Gone
3521,4447622,783.0067482949896,Some Girls Bite
2550,19286669,782.3717852697272,The Silent Sister
8766,99452,782.0289315965616,"Ogre, Ogre (Xanth, #5)"
755,6644117,781.9888042510277,"The Iron King (The Iron Fey, #1) "
773,13206828,781.5487938745741,Cress
3594,23522,781.4773210524745,Mythology
2037,6267237,781.0039295607789,The Van Alen Legacy 
7044,462684,780.8719888514852,The Story of Tracy Beaker
6763,15833693,780.0892211270461,Waiting to Be Heard: A Memoir
3834,26023,779.8563821571383,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?"
9104,16279715,779.6300794424586,Connected
8883,6193923,779.4402782038659, Evil at Heart
4229,215543,779.363304521156,The Lost City of Faar
7015,773480,779.3218705825423,"Inside, Outside, Upside Down"
4405,33727,779.0998019507792,Welcome to Temptation
1368,368468,779.0428712838625,"Bud, Not Buddy"
951,9420,778.7379267853705,Shopaholic and Baby
3729,6261961,778.5093066170353,Labor Day
1569,7442,778.2368616117341,The Electric Kool-Aid Acid Test
1001,14290364,778.1947751385306,Champion
1125,263145,778.1226750294159,???????? 1
9393,12021559,778.0168085594981,Sophie & Carter
5758,6934395,778.0009782469939,The Vampire Diaries: The Return: Midnight
8829,43345,777.6636016905933,A Cry in the Night
9546,21535784,777.5633398596327,The Cinderella Murder 
6560,37297,777.4352786079022,Eyes of Prey
1604,6440,777.3918912131614,Ivanhoe
5580,48037,776.8844766068139,Carmilla
1677,13376,776.3680417851461,
3485,6441509,776.3118032134636,The Vampire Diaries: The Return: Shadow Souls 
1555,13362536,775.9681155994393,Opal
3861,7091713,775.4883081075694,Kiss of Death
377,33917,775.3937091738923,The Namesake
7811,11041,774.0011395070225,Delta of Venus
2226,6408862,773.459209218453,Stolen: A Letter to My Captor
4346,3181953,773.4279793895239,The Heretic's Daughter
3969,7600922,773.372758799786,Ghost Town
2649,2265,773.3138525180459,It's Not About the Bike: My Journey Back to Life
1916,3432478,773.1591558784023,The Forest of Hands and Teeth
8696,10506,773.0676231388874,L'isola del giorno prima
9906,7914058,772.749482658198,Rescue
8298,18108795,772.6775739253088,High Heat
4626,30068,772.4110752490116,The Book of the Dead
2748,19427193,772.1485563359702,I Too Had A Love Story
3486,781046,772.1356190042223,When It Happens
8524,6080420,771.8924179998287,Commencement
9506,7262166,771.6871063258147,
6420,16070143,771.6101651592658,Teardrop
8072,3673357,771.343864251611,Very Valentine
1142,16102004,770.871107402815,Beautiful Bastard
2355,13644052,770.7991337300741,Origin
3258,16138688,770.7102784477582,The Painted Girls
2332,15724654,770.6422041972933,The Mighty Storm
6699,18211536,770.5802902544177,"Rush Too Far (Too Far, #4)"
5688,12908877,770.5486847424698,Until I Die
2363,12900174,770.4068236483289,"The Vincent Brothers (The Vincent Boys, #1)"
2592,3054684,770.4024526167631,Stargazer
8740,16248223,770.3389400676973,The Ghost Bride
2316,6944032,769.7194790916932,Night Pleasures
2216,11563110,769.6306618060065,Hallowed
1803,1466455,769.5304025127049,Three Wishes
3288,263147,769.493956051959,Vampire Kisses
4513,8960,769.4454669873265,"Vampire Mountain (Cirque du Freak, #4) "
7675,18079661,769.4152591792446,Fear Nothing
4915,8967,769.3716760371891,"Trials of Death (Cirque du Freak, #5) "
4445,6289938,769.1882624648846,Fade Out
8023,18635039,769.1426870360049,The Hurricane Sisters 
3606,13644055,768.8438460348567,Opposition
4131,8957,768.7161388443185,"Tunnels of Blood (Cirque du Freak, #3) "
3574,1728744,768.5737506478198,Sleeping Beauty
3038,17565845,768.5492479086546,Panic
4457,536982,768.3478061538004,The Never War
1607,7719245,768.2281330159008,Paranormalcy
3164,6421588,768.1895653388184,
9548,18266,768.1554925815349,La vie de Gargantua et de Pantagruel
2600,8732,768.1385271647714,The Red Pony
4338,9662386,767.9591833635759,Tiger's Quest
5158,8968,767.8943232372591,"The Vampire Prince (Cirque Du Freak, #6)"
4434,51799,767.5939604659819,Il decamerone
217,13572249,767.4657915482757,Bared to You
6846,9917879,767.4386167594917,
9303,13270,767.1576970468496,???? ?????????
6233,23965,767.0339010005855,Porno
5440,19747756,767.0073630584942,House
9000,6922622,766.9458508137363,Going Rogue: An American Life
3640,747746,766.9023039112008,The Curious Case of Benjamin Button
6448,7963189,766.7469346032794,Le bleu est une couleur chaude
5496,8963,766.7412735260617,"Hunters of the Dusk (Cirque Du Freak, #7)"
2775,13496738,766.4160438863553,While It Lasts
1158,77163,766.411951489274,Stones from the River
5564,8966,766.2881362706225,"Allies of the Night (Cirque Du Freak, Book 8)"
3803,64948,766.2044546967219,Whispers
4155,6315602,765.7385673949585,My Soul to Take
5680,8952,765.6477637732422,"Killers of the Dawn (Cirque Du Freak, #9)"
4488,23215469,765.6437650558213,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny
8648,22571612,765.2200466150972,
4196,172732,764.9982216890627,Diarios de motocicleta: notas de viaje por América Latina
4798,291354,764.5126450304442,The Ruby Knight
2340,30244,764.3171464302948,"The Killing Dance (Anita Blake, Vampire Hunter, #6)"
6174,8951,764.1618071996357,"The Lake of Souls (Cirque Du Freak, #10)"
4998,52823,764.0651407909252,"Le Tartuffe, ou L’Imposteur"
6651,8949,763.2109062078215,"Lord of the Shadows (Cirque Du Freak, #11)"
3715,4673605,762.5057957688111,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein)
2663,13562049,762.4417753912157,Sweet Tooth
6089,12547098,762.350890917197,The Baker's Daughter
841,16096824,762.3396040215821,A Court of Thorns and Roses
2858,19670,762.1446330436206,Debt of Honor
8944,32529,761.9815612843745,The Next Accident
4154,8163722,761.2206804970033,Earth: A Visitor's Guide to the Human Race 
9522,19523454,761.101342436085,Beautiful You
1574,3213286,760.5909765328425,Let It Snow: Three Holiday Romances
6984,4499214,760.5456179307974,Sapphique
1766,6604794,760.5284742294857,The Sky Is Everywhere
698,33507,760.4209466298581,Vingt Mille Lieues Sous les Mers
6623,10549501,760.4057170200663,Last Breath
9015,12063467,759.4934017380895,
6040,18594633,759.1943544848586,Zomerhuis met zwembad
621,15926,758.9987926993425,Nights in Rodanthe
5735,22522202,758.7305889358618,Until Friday Night
1390,28195,758.1582361106348,Tintenblut
4635,85418,757.7903172220072,Just One Look
4029,84132,757.736825984523,The Dream Hunter
6505,4279056,757.6568389038241,The Gift
2943,34498,757.4266788342361,The Truth
7662,6420846,757.3013004299872,Lockdown
2349,13056159,757.2240614364881,The Chaperone
6328,8574333,757.2014631702671,??? ???
8042,26721568,757.0948059359251,The Problem with Forever
7557,90475,756.5505468874296,Teen Idol
5241,7963208,756.4569985784475,Boomerang
7959,13925,756.0068966703745,Child of the Prophecy 
8165,23503361,755.8721509919499,Parmi les dix milliers de choses
6678,9680114,755.1976634552324,Pure
1375,7823678,754.4931459147796,The Ugly Truth
9156,110692,753.557306772672,The Redemption of Althalus
4751,28477789,753.4231411372573,Stuck-Up Suit
7974,6609758,753.3008814934409,Numbers
3877,92780,753.011925868631,Cold Comfort Farm
5181,92160,752.7885660071734,London: The Novel
5056,99208,752.2332306992871,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)"
689,9742,752.158312524189,The Audacity of Hope: Thoughts on Reclaiming the American Dream
6255,567704,751.7358246837753,Imajica
6718,2754510,751.688764219816,Storm Born
422,16248068,751.2995173150141,The Elite
7249,12383252,750.9504221752258,Kiss the Dead
4555,84142,750.8536211184414,Kiss of the Night
4503,80176,750.7700064230115,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life"
5303,64955,750.7109905833065,Midnight
70,18490,750.0116280229055,"Frankenstein; or, The Modern Prometheus"
7267,7926242,749.7978816529867,Port Mortuary
3329,30260,749.3145509695386,A Fistful of Charms
2502,6117055,749.2716134368249,The Greatest Show on Earth: The Evidence for Evolution
8029,512475,749.2690448286374,The Cradle Will Fall
7775,12846479,749.2609674338129,Destined
6269,13170596,749.071180131008,Fragments
1919,17333230,748.7934473249634,The Luminaries
8210,207687,748.5882837612675,"Big Boned (Heather Wells, #3)"
3665,15778138,748.1879910675161,Just for Now
2132,9684523,747.7568061128054,Caleb's Crossing
2844,6686101,747.5967655013894,Plague
7795,491735,747.1739451115602,The Dirty Girls Social Club
1096,89375,746.6038152254613,90 Minutes in Heaven
1072,5797,746.5904525153852,Vanity Fair: A Novel Without a Hero
2507,11346,746.5710491820549,Sula
944,9369720,746.4955076315014,Passion
5228,100933,746.415319524353,That Hideous Strength
2784,6387565,746.2953002067422,Witch & Wizard
4232,248482,745.2547691964951,Enna Burning
6894,4955,745.2289391358788,How We Are Hungry
2376,13253276,745.2150738142647,Through the Ever Night
6664,31335,744.930579358731,Cry to Heaven
9371,646195,744.9205083833552,The Sheep-Pig
9824,17257484,744.8683938556387,Trouble
5192,9578590,744.8489085919107,Lost In Time
5424,30672,744.8321564169316,Sonnenfinsternis
7052,272607,744.794945972192,Fade Away
5520,617526,744.7929395878757,The Six Sacred Stones
8495,384457,744.7604742872935,Agnes and the Hitman
3894,4570768,744.6977598897873,Willow
5698,23875,744.5213476597495,El coronel no tiene quien le escriba
222,249747,744.0288111072746,Artemis Fowl
566,10032672,743.7629128746931,The Language of Flowers
8875,6691426,743.3578168746627,Angelology
384,8520610,743.1838720540088,Quiet: The Power of Introverts in a World that Can't Stop Talking
8100,6324903,742.4303625921034,The Five Greatest Warriors
628,1431,742.3377018219463,Veronika decide morrer
2147,44184,741.8494313630915,Monster
635,11260526,741.4257100648966,
1321,29127,741.3982897067543,The Last Unicorn
7599,6098691,741.2857138464321,Divine Misdemeanors 
2798,13326831,740.9884765483782,The Testing
7402,13167796,740.9420846687094,A Dog's Journey: Another Novel for Humans
696,9118135,740.8221782794743,State of Wonder
1729,16278318,740.7432961858883,Armada
2277,19448,740.4111283615769,All-American Girl
5423,255127,740.0147128962344,
4006,7747263,739.7985303828401,Misguided Angel
5451,1025250,739.4116243645321,Schooled
4085,17204568,739.0334941568257,Crazy Little Thing
7235,7926,738.9064666251636,All-of-a-Kind Family
2438,2255,738.707105371907,Way of the Peaceful Warrior: A Book That Changes Lives
2089,15309,738.2145949449907,The Laughing Corpse
2895,13436373,738.1772559963827,Drama
7569,170618,738.1642521463009,Daddy's Little Girl
5546,1928873,737.7745539796153,Midnight Rising
3960,17402288,737.5598342456885,Dept. of Speculation
5626,30043,737.1849375006706,A River Runs Through It and Other Stories
6055,7817785,737.084399192008,Bloody Valentine
8581,25664459,736.8942985542784,The Last Painting of Sara de Vos
1384,20819685,736.8783321042592,The Bone Clocks
8472,15793231,736.5741417501621,If You Find Me
7291,81176,736.4692935717427,"Dude, Where's My Country?"
655,852470,736.3935435521427,"I'd Tell You I Love You, But Then I'd Have to Kill You"
3135,41967,735.9536429244824,Evening Class
1186,13586707,735.8215055303319,L'amica geniale
440,6320534,735.7018218015194,Under the Dome
5033,6555517,735.3964349319089,The Dead-Tossed Waves 
2240,40445,734.8842418799856,Altered Carbon
9422,8471815,734.8699234194887,
1290,42898,734.6827121310893,Lover Revealed
5588,69392,734.1063059732708,Milkweed
5095,16062210,733.0844117863844,Music of the Heart
8066,39032,733.0225390553408,Mount Dragon
1512,7046495,733.0126634153609,"Lover Avenged, part one"
1976,65112,732.9469918360055,The End
1674,5187,732.531377804028,The Book of Ruth
3286,7015635,732.0080860221623,Food Rules
1296,10798416,731.6738742522051,The Statistical Probability of Love at First Sight
9621,15557,731.5180131219429,"High Druid of Shannara, vol. 1: Jarka Ruus"
6947,17349163,731.4337317130439,Sense & Sensibility
1931,8492319,730.9045525345252,"Lover Avenged, part two"
505,18635016,730.8399619599902,The One
1164,17314430,730.4828118934553,Wait for You
2709,16183,730.3789367166237,The Virgin's Lover
1305,16171291,730.2560455052919,The Silent Wife
9286,33356,730.199000096915,Jennifer Government
8867,16333,729.8521255234227,At Bertram's Hotel
978,18816603,729.6679746617003,Leaving Time
8506,6080889,729.1800597800379,Storm Glass
5323,112752,729.0504012178386,The Immortal Highlander 
7319,22381326,729.023298959461,Half a War
9582,8487363,728.8815999129507,My Soul to Steal
8607,43929,728.7099234424844,Darkest Fear
9429,457457,728.588851934156,Fine Things
9116,59882,728.3947742706134,
4113,890143,728.2592706345365,"The Clique (The Clique, #1)"
7196,22055280,728.1138520470652,The Providence of Fire
2001,18386,727.849528012463,?????? ????? ??????
1405,6668467,727.67341186286,Winter Garden
6636,2642070,727.6586006725933,sTORI Telling
3091,4954,727.1999828437445,You Shall Know Our Velocity!
1565,5246,727.1269776169851,Ethan Frome
1990,8935689,726.8594785749805,Consider Phlebas
2716,23745132,726.799252876072,
7741,3216451,726.6747179446927,The Gate House
4234,21456940,726.3141201975698,1919
2378,6520,726.2202540624845,My Friend Leonard
2848,6681454,726.0698795693276,Caught
9363,8449698,725.8883465246943,When Beauty Tamed the Beast
1437,103610,725.843252286813,The Prayer of Jabez:  Breaking Through to the Blessed Life
8314,23745189,725.8410185401129,The Mermaid's Sister
3443,448873,725.2197020087325,The Thief
3612,11507,725.1116912717692,My Name Is Asher Lev
1218,16113791,724.9342995729016,The Coincidence of Callie & Kayden
691,1472878,724.7049263908785,Firefly Lane
4897,33609,724.5572677065394,Katherine
5403,11376,724.5491125052334,Main Street
9360,170171,724.3696655248898,
8133,478657,724.3236156143075,Undead and Unreturnable
5304,1402668,724.1794119824442,The Gatecrasher
4838,9751378,723.859673106859,
8744,266765,723.2560786410864,Girls in Love
4093,39963,723.1273408528742,A Long Way From Chicago
3295,97782,722.9767724556912,Then We Came to the End
8239,4769247,722.1393922179491,Ashes of Midnight
5613,23492613,722.0112706793074,Eight Hundred Grapes
7740,294045,721.9737680029224,Deep Fathom
9334,6049585,721.9077299351826,Abandon
7000,6452760,721.0139535063553,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan"
5658,84135,721.0120832875996,Sins of the Night
3625,1902241,720.0637405205904,The Adoration of Jenna Fox
7076,15096257,719.9665469013752,The Bloodletter's Daughter: A Novel of Old Bohemia
8303,18404093,719.8960648446113,Save the Date
5679,9682816,719.0328728489696,Kill Me If You Can
6541,14165516,718.8329403360017,The Marriage Trap
4496,261331,718.6060111992693,The Tea Rose
4645,590552,717.5374716141677,Chicken Soup with Rice: A Book of Months
3127,43782,716.9820663357111,The Mummy
2648,112803,716.8819086034963,An Autobiography or The Story of My Experiments with Truth
4079,1918305,716.7757695644586,The Geography of Bliss: One Grump's Search for the Happiest Places in the World
1489,22453035,715.5230184115366,Finders Keepers
8458,11237412,715.2941981600277,Six's Legacy
3283,5181,715.0956455125286,Jewel (Oprah's Book Club) 
7614,73965,714.9704897486682,Drinking: A Love Story
4456,18225810,714.9618119507558,Sisters
1996,9565548,714.4939909789756,Grave Mercy
1138,17660,714.4074980690332,The Tommyknockers
3175,261122,714.1240380168268,The Dead Girls' Dance
6212,23346719,713.5267683275163,Disclaimer
4908,64864,712.3882302292865,"""N"" is for Noose"
9180,25837338,710.8556360335152,The Girl from Krakow
1419,767171,709.4799379752119,The Rise and Fall of the Third Reich: A History of Nazi Germany
4552,616678,708.8449318992339,The Diamond Throne
2951,20564,708.2437793312712,The Mill on the Floss
298,7933292,708.0411345889875,
9668,18453110,706.9300224523264,The Three
5329,4987,706.9261612101689,Jailbird
5342,7679,706.6363190831345,The Terminal Man
9683,6311614,705.9601541396971,The Law of Nines
7722,159418,705.0247266975396,
9751,20821376,704.6767614064536,
1847,6381205,703.8873546519493,Soulless
9354,9166877,703.8457414872107,The Girl in the Steel Corset
7582,7200351,703.4924584098271,No Mercy
9913,8702806,702.6779805438061,
3033,129645,702.4070956065389,Cocktails for Three
9741,710969,702.3802475170343,"Mates, Dates, and Inflatable Bras"
4614,23281906,702.3504879268853,The Liar
8344,12988016,702.1588135825696,"Shadow's Claim (The Dacians, #1)"
7487,11808919,702.0345272665968,"Maid for Love (Gansett Island Series, #1)"
5911,112756,701.8162451517109,To Tame a Highland Warrior
5410,59825,701.6433170366206,Inner Harbor (Chesapeake Bay Saga #3)
3455,80566,701.4258875916694,Run
3587,3686,700.2686775577507,Truth & Beauty: A Friendship
5981,112520,700.1241010469879,Rama II
4783,5396496,699.0727018189443,The Slap
5949,16200,698.861916660227,Ella Minnow Pea: A Novel in Letters
3825,11312,698.2873702518951,"Over Sea, Under Stone"
5539,104837,698.1533893760696,The Tragedie of Antony and Cleopatra
6618,272264,697.5670900611427,The Face Of Deception
7767,171001,697.3832841111705,She Said Yes: The Unlikely Martyrdom of Cassie Bernall
2400,22571540,696.7362144495778,The Stranger
7474,6681333,696.363310735089,The Chronicles of Vladimir Tod: Eleventh Grade Burns
5521,534733,695.5362746052298,Rising Tides (Chesapeake Bay Saga #2)
4937,277397,695.4268457493614,Ellen Foster
8110,11831,695.232624083869,"Dicey's Song (Tillerman Family, #2)"
4086,187812,695.0808222787396,Avalon High
4526,470495,694.1346086834415,All Over But the Shoutin'
